iter	MAE
227	0.06753465732
228	0.06753260108
229	0.06753146096
230	0.06752783593
231	0.0675249699
232	0.06752481624
233	0.06752378053
234	0.06752274813
235	0.06752207608
236	0.06752109817
237	0.06751980293
238	0.06751826194
239	0.0675152313
240	0.06751413579
241	0.06751205957
242	0.06750983828
243	0.0675073973
244	0.06750545308
245	0.06750453396
246	0.06750158691
247	0.06750087522
248	0.06749876973
249	0.06749874295
250	0.06749651967
251	0.06749566147
252	0.06749547003
253	0.06749278343
254	0.06748877211
255	0.06748699644
256	0.06748547585
257	0.06748532351
258	0.06748528284
259	0.06748356725
260	0.06748233769
261	0.06748105718
262	0.06747717222
263	0.06747717108
264	0.06747452213
265	0.06747178067
266	0.06746816734
267	0.06746668034
268	0.06746579815
269	0.06746266209
270	0.06745890847
271	0.06745595507
272	0.06745353022
273	0.06745247937
274	0.06744903064
275	0.06744709757
276	0.06744396847
277	0.06744394309
278	0.06744383772
279	0.06744296517
280	0.06744132722
281	0.06743942619
282	0.06743746331
283	0.06743555653
284	0.0674330654
285	0.06743204395
286	0.06743037158
287	0.06742677876
288	0.0674247543
289	0.06742315851
290	0.0674231375
291	0.06742309713
292	0.06742130448
293	0.06741776019
294	0.06741567009
295	0.0674144747
296	0.06741106944
297	0.06741026865
298	0.06740434302
299	0.06739915732
300	0.06739482414
301	0.06739330874
302	0.06739164778
303	0.06738960236
304	0.067387943
305	0.06738454896
306	0.06738287257
307	0.067380845
308	0.06738066524
309	0.06737816605
310	0.06737763546
311	0.06737741267
312	0.06737741267
313	0.06737648852
314	0.06737333117
315	0.06737083184
316	0.06736907852
317	0.06736764391
318	0.06736537289
319	0.06736458791
320	0.06736385394
321	0.06736362509
322	0.06736253761
323	0.06735864509
324	0.06735577167
325	0.06735400898
326	0.06735338602
327	0.06735328397
328	0.0673506233
329	0.06735033266
330	0.06734797755
331	0.0673451102
332	0.06734436239
333	0.06734296876
334	0.06734018146
335	0.06733953265
336	0.06733527246
337	0.06733345547
338	0.06733182591
339	0.06733149548
340	0.06732893993
341	0.06732608978
342	0.06732606573
343	0.06732091883
344	0.06731971765
345	0.06731742468
346	0.06731641725
347	0.06731556556
348	0.06731489828
349	0.06731119161
350	0.06731016834
351	0.06730877181
352	0.06730665006
353	0.06730539757
354	0.06730397162
355	0.06730122363
356	0.06730025304
357	0.06729674672
358	0.06729663941
359	0.06729422501
360	0.06729248402
361	0.06728961078
362	0.06728830973
363	0.06728518203
364	0.06728359541
365	0.06728187792
366	0.06727956229
367	0.06727925764
368	0.06727923071
369	0.0672733738
370	0.06727243486
371	0.06726864629
372	0.06726708777
373	0.0672635189
374	0.06726100625
375	0.06725946098
376	0.0672560322
377	0.06725345438
378	0.06725169207
379	0.06724943497
380	0.06724929264
381	0.06724765549
382	0.06724662028
383	0.06724400068
384	0.06724198831
385	0.06723849169
386	0.06723404223
387	0.06723082325
388	0.06722907933
389	0.0672257474
390	0.06722519483
391	0.06722305732
392	0.06722098593
393	0.06721698127
394	0.06721418028
395	0.06721187483
396	0.06720827314
397	0.0672074069
398	0.06720528171
399	0.06720251102
400	0.06720043956
401	0.06719820339
402	0.06719440733
403	0.06719114495
404	0.06718857236
405	0.06718712677
406	0.0671841976
407	0.06718279169
408	0.06718005972
409	0.06717776443
410	0.06717759508
411	0.06717557803
412	0.06717335828
413	0.06717237904
414	0.06716910392
415	0.06716649998
416	0.06716216844
417	0.06715964153
418	0.06715836926
419	0.06715674752
420	0.0671535728
421	0.06714967425
422	0.06714650272
423	0.06714335859
424	0.06714212503
425	0.06713687737
426	0.06713256065
427	0.06713043194
428	0.06712601347
429	0.06712329828
430	0.06712125121
431	0.06711837524
432	0.06711684481
433	0.06711376884
434	0.0671115541
435	0.06710694144
436	0.06710557896
437	0.06710256288
438	0.0671000419
439	0.06709881018
440	0.06709563186
441	0.06709265957
442	0.06708892322
443	0.06708674783
444	0.06708553613
445	0.06708085812
446	0.06707828745
447	0.06707437323
448	0.06707259798
449	0.06706832119
450	0.0670664944
451	0.06706441344
452	0.06706134772
453	0.06705921795
454	0.06705600413
455	0.06705385894
456	0.06704880335
457	0.06704788598
458	0.06704567784
459	0.06704183631
460	0.06703882716
461	0.06703747854
462	0.06703498856
463	0.06703289826
464	0.06702909501
465	0.06702536138
466	0.0670235941
467	0.06701951993
468	0.06701812702
469	0.06701410284
470	0.06701276224
471	0.06701204094
472	0.06700985738
473	0.06700640393
474	0.06700194886
475	0.06699989361
476	0.06699702746
477	0.06699487144
478	0.06698923029
479	0.06698673656
480	0.06698435119
481	0.06698130028
482	0.0669786267
483	0.06697554453
484	0.06697288572
485	0.06697063698
486	0.06696941814
487	0.0669658766
488	0.06696355773
489	0.06696138394
490	0.06695907943
491	0.06695692998
492	0.06695337301
493	0.06695049255
494	0.066946645
495	0.06694364384
496	0.06694016926
497	0.06693838372
498	0.06693330389
499	0.06693107829
500	0.06692925419
501	0.0669259508
502	0.06692377492
503	0.0669216527
504	0.06691641656
505	0.06691304062
506	0.06690903789
507	0.06690740456
508	0.06690609666
509	0.06690267186
510	0.06690082018
511	0.06689463484
512	0.06689218137
513	0.06688988868
514	0.06688675815
515	0.06688426802
516	0.06688241425
517	0.06688109618
518	0.06687828467
519	0.06687445014
520	0.06687178318
521	0.06686913388
522	0.06686772844
523	0.06686587882
524	0.06686254051
525	0.06686041902
526	0.06685803382
527	0.06685454246
528	0.06685062628
529	0.06684986895
530	0.06684751467
531	0.06684448936
532	0.0668425184
533	0.06684194931
534	0.06683955242
535	0.06683716602
536	0.06683358562
537	0.06683166425
538	0.06682789133
539	0.06682584371
540	0.06682353142
541	0.06682261509
542	0.06682145487
543	0.06682014857
544	0.06681744143
545	0.06681465646
546	0.06681309171
547	0.06680994089
548	0.06680752392
549	0.06680399654
550	0.06680222024
551	0.06679727172
552	0.06679566593
553	0.06679443261
554	0.06679178178
555	0.06678893346
556	0.06678584825
557	0.06678445252
558	0.06678157433
559	0.06677901791
560	0.06677607231
561	0.06677325805
562	0.0667700374
563	0.06676533597
564	0.06676295509
565	0.06675851242
566	0.06675741285
567	0.06675636199
568	0.06675366536
569	0.06675269542
570	0.06675045252
571	0.06674861051
572	0.06674492229
573	0.06674241263
574	0.06673936906
575	0.06673671942
576	0.06673437913
577	0.06673105677
578	0.06672716201
579	0.06672342629
580	0.06672099524
581	0.06671852676
582	0.06671694978
583	0.06671592318
584	0.06671384525
585	0.06671010685
586	0.06670698131
587	0.06670569866
588	0.06670400183
589	0.06670281753
590	0.06669963818
591	0.06669712053
592	0.06669359314
593	0.06669290702
594	0.06669071126
595	0.06668799611
596	0.06668681451
597	0.06668288934
598	0.06667997986
599	0.0666766856
600	0.06667472794
601	0.06667313498
602	0.06666930402
603	0.06666669356
604	0.06666505075
605	0.06666262008
606	0.06665820521
607	0.0666560926
608	0.06665146185
609	0.06664748607
610	0.06664419262
611	0.06664196023
612	0.06663942191
613	0.06663769821
614	0.06663558534
615	0.06663348269
616	0.06663144944
617	0.0666277653
618	0.06662363129
619	0.06662217213
620	0.06661928319
621	0.0666174856
622	0.06661467045
623	0.06661322793
624	0.06661167084
625	0.06660935743
626	0.06660814169
627	0.06660545069
628	0.06660274524
629	0.06660049799
630	0.06659848718
631	0.06659636187
